name	url	subscribers	views
Factor tv	http://www.youtube.com/c/Factortv/about	219000	245869832
a1Plus	https://www.youtube.com/c/a1plus/about	176000	207826223
azatutyun radio	https://www.youtube.com/c/azatutyunradio/about	681000	866265474
perfect tv	https://www.youtube.com/channel/UC8kOchMgfcXZTDtgQ67LM9Q/about	unknown subscriber count	211873653
ArmNkr News	https://www.youtube.com/channel/UCOcuOF0M-rZ5QzKTvr1J8IQ/about	123000	109465750
Vardan Ghukasyan Վարդան Ղուկասյան	https://www.youtube.com/channel/UChXhis-jyFXzMw4o9hML3vA/about	unknown subscriber count	63533666
24TV	https://www.youtube.com/c/24TVArmenia/about	158000	162684855
365daily am	https://www.youtube.com/channel/UCGOYnPqyWiPwPdlvUlfuNcQ/about	154000	101279291
NEWS AM	https://www.youtube.com/c/NewsamChannel/about	286000	372698660
STP ARM NEWS	https://www.youtube.com/c/STPmusicRAP/about	144000	93336361
ArmLur official	https://www.youtube.com/channel/UChjW08B983y0T2NvktcIjfg/about	3610	4547740
1in.am	https://www.youtube.com/c/1inam/about	157000	151585692
HAYELI AM	https://www.youtube.com/c/Hayeliam_Hayeli_Akumb/about	76600	79342998
8rd. am	https://www.youtube.com/channel/UCzQMSe3jpEVDTJa9jy9eEZA/about	123000	42052266
YELAKET / Yelaket News Agency /	https://www.youtube.com/c/YelaketNewsAgency/about	111000	96152446
Armenian Public TV	https://www.youtube.com/c/ArmenianPublicTV/about	479000	352136164
5 TV Channel	https://www.youtube.com/c/AraratTv/about	109000	80986295
SHD ARM TV	https://www.youtube.com/c/SHDARMTV/about	unknown subscriber count	59575407
amenor am	https://www.youtube.com/channel/UCfqS6YahbpwtWQRCJNOyVEw/about	69900	34305577
AREG TV	https://www.youtube.com/c/aregtv/about	unknown subscriber count	22918188
8rd news	https://www.youtube.com/channel/UC0uK3jBxj6ioFn5-XsleQKA/about	137000	15359321
Asekose am	https://www.youtube.com/user/ASEKOSEful/about	198000	182646229
ArmNews	https://www.youtube.com/user/ArmnewsTV/about	125000	43194085
ARTN TV	https://www.youtube.com/channel/UCGto6lM2ggZi4Ut4GHo31XA/about	35500	22928681
ArmLur TV	https://www.youtube.com/c/ArmLurTV/about	133000	131680162
ԼՈՒՐԵՐ Նորություններ Հայաստանից	https://www.youtube.com/user/LURERcom/about	26600	14955761
ArmeniaNow	https://www.youtube.com/c/ArmeniaNow/about	82400	49462881
SecretTube	https://www.youtube.com/channel/UCTRRvh0-lR9rPaC0nzNYFMA/about	92100	28708378
Բաց TV	https://www.youtube.com/channel/UCf2o81mWr-bZsLbq2-kOYTQ/about	96000	38530940
CIVILNET	https://www.youtube.com/c/CivilNetTV/about	169000	137213182
iravabannet	https://www.youtube.com/user/iravabannet/about	25700	18136754
AD TV	https://www.youtube.com/channel/UC8k_9xHrn82EV_oSFXBE6Cw/about	31700	16127435
Live News	https://www.youtube.com/channel/UCCllZTHrcly_pkPvb_V1ovA/about	31900	20198098
Novosti-Armenia	https://www.youtube.com/c/NovostiArmenia/about	43600	20019633
Kentron Channel	https://www.youtube.com/c/KentronChannel/about	124000	93870034
Tv9 am	https://www.youtube.com/c/Tv9am/about	77200	19314561
ԱԶԳԱՅԻՆ - ԺՈՂՈՎՐԴԱՎԱՐԱԿԱՆ ԲԵՎԵՌ	https://www.youtube.com/user/preparliament/about	43300	21138003
SHANT NEWS	https://www.youtube.com/c/SHANTNEWS/about	74800	34743317
The Yerevan Times	https://www.youtube.com/c/TheGamesWorld/about	33400	10246315
Yerevanyan Blog TV	https://www.youtube.com/c/YerevanyanBlog/about	40300	10177675
Sparta 1	https://www.youtube.com/channel/UCGxciBpj8fWpZIP805J1qVA/about	31600	18313692
Kristine Halajyan Քրիստինե Հալաջյան	https://www.youtube.com/channel/UCOKWS2GcPCEQ9VPx3Nkobcw/about	53300	12065067
Tert. am	https://www.youtube.com/user/tertamarmenia/about	50000	44269113
Suren Sargsyan	https://www.youtube.com/channel/UC-IEdDubp1Io--BquY-183g/about	39700	12400539
The Great Armenia	https://www.youtube.com/c/TheGreatArmenia/about	123000	71153126
PARATV	https://www.youtube.com/c/PARADIPLOMACYTV/about	51900	29147108
POLICE RA Vostikanutyun	https://www.youtube.com/c/Vostikanutyun/about	71500	95726356
Armenian National Network	https://www.youtube.com/c/ANNmedia/about	41700	15388949
NVO1	https://www.youtube.com/channel/UCadQz-sg0lid5bxjqPc6Olg/about	81500	2355514
Armenian Second TV Channel / h2	https://www.youtube.com/c/armh2/about	18500	7339419
Ամերիկայի Ձայն VOA Armenian	https://www.youtube.com/c/VOAArmenian/about	31000	21835447
PastinfoTV	https://www.youtube.com/user/PastinfoTV/about	12300	5877559
ArmeniaTV News	https://www.youtube.com/channel/UCTeGnM60U9qoLH7ZZDhAsSg/about	69500	40035771
Vardan Hakobyan	https://www.youtube.com/c/VardanHakobyan/about	10700	1892384
Խոսենք Փաստերով TV	https://www.youtube.com/channel/UCZuKdeF9yfOjZ0J7AbBUOAw/about	5950	1746526
HetqTV	https://www.youtube.com/user/HetqTV/about	29700	19937464
Artsakh Public TV	https://www.youtube.com/channel/UC0bE8sdgd54oJBscXJfupCw/about	35600	23233544
Yerevan Today Live	https://www.youtube.com/c/YerevanTodayNews/about	27600	21232111
Hraparak TV	https://www.youtube.com/c/Hraparakdaily/about	35400	31027176
Աննա Աբրահամյան Իմ Հայաստան created DON DREAM	https://www.youtube.com/channel/UCuuqSVCWfMlwlwlfXSLIfKg/about	unknown subscriber count	2787389
Yerkir Media - News	https://www.youtube.com/user/YerkirmediaTV/about	37200	32890679
Yerkir Media Հաղորդումներ	https://www.youtube.com/channel/UCLqMTOyTNRVzavjJwZlFSvQ/about	7570	1526493
MenqHayenq Production	https://www.youtube.com/channel/UCUfcIB5azeiUD2egV7p7FEQ/about	64700	12733503
ԼՐԱՏՎԱԿԱՆ ՌԱԴԻՈ FM106.5	https://www.youtube.com/channel/UCaJCNkhSa84QcuOSoM2WfcA/about	41200	22995390
Repat Riarch	https://www.youtube.com/c/RepatRiarch_official/about	39600	4841042
New Channel tv	https://www.youtube.com/channel/UCDOG_qfxSvI-Dv1tkGpo8Dw/about	74700	38732915
HorizonArmenianTV	https://www.youtube.com/user/HorizonArmenianTV/about	24500	8990192
ARM GOOD INFO	https://www.youtube.com/channel/UCenBDno0RFwOg23Kr00kJVg/about	83400	19064810
Politik. am	https://www.youtube.com/c/Politikam2021/about	22600	8089385
armtimes.com	https://www.youtube.com/c/ArmtimesNewspaper/about	33800	34055367
Styop Grigoryan	https://www.youtube.com/user/123pepush/about	18100	9139814
AsekoseTV	https://www.youtube.com/channel/UCmsV3ead5PvSJwp6M6vik-A/about	29000	20290271
Aysor TV	https://www.youtube.com/user/AysorTV/about	22000	14380735
