name	url	subscribers	views
Factor tv	http://www.youtube.com/c/Factortv/about	214000	235648369
a1Plus	https://www.youtube.com/c/a1plus/about	174000	204596801
azatutyun radio	https://www.youtube.com/c/azatutyunradio/about	673000	845021242
perfect tv	https://www.youtube.com/channel/UC8kOchMgfcXZTDtgQ67LM9Q/about	unknown subscriber count	190584363
ArmNkr News	https://www.youtube.com/channel/UCOcuOF0M-rZ5QzKTvr1J8IQ/about	116000	97657741
Vardan Ghukasyan Վարդան Ղուկասյան	https://www.youtube.com/channel/UChXhis-jyFXzMw4o9hML3vA/about	unknown subscriber count	55911109
24TV	https://www.youtube.com/c/24TVArmenia/about	156000	158862696
365daily am	https://www.youtube.com/channel/UCGOYnPqyWiPwPdlvUlfuNcQ/about	152000	96152767
NEWS AM	https://www.youtube.com/c/NewsamChannel/about	285000	365637015
STP ARM NEWS	https://www.youtube.com/c/STPmusicRAP/about	140000	89935413
ArmLur official	https://www.youtube.com/channel/UChjW08B983y0T2NvktcIjfg/about	3470	4324674
1in.am	https://www.youtube.com/c/1inam/about	157000	151305235
HAYELI AM	https://www.youtube.com/c/Hayeliam_Hayeli_Akumb/about	71300	70431880
8rd. am	https://www.youtube.com/channel/UCzQMSe3jpEVDTJa9jy9eEZA/about	119000	37861723
YELAKET / Yelaket News Agency /	https://www.youtube.com/c/YelaketNewsAgency/about	108000	92817401
Armenian Public TV	https://www.youtube.com/c/ArmenianPublicTV/about	469000	342329725
5 TV Channel	https://www.youtube.com/c/AraratTv/about	105000	75908445
SHD ARM TV	https://www.youtube.com/c/SHDARMTV/about	unknown subscriber count	59080842
amenor am	https://www.youtube.com/channel/UCfqS6YahbpwtWQRCJNOyVEw/about	65000	29611682
AREG TV	https://www.youtube.com/c/aregtv/about	unknown subscriber count	21064549
8rd news	https://www.youtube.com/channel/UC0uK3jBxj6ioFn5-XsleQKA/about	132000	8806542
Asekose am	https://www.youtube.com/user/ASEKOSEful/about	197000	180514630
ArmNews	https://www.youtube.com/user/ArmnewsTV/about	123000	40763227
ARTN TV	https://www.youtube.com/channel/UCGto6lM2ggZi4Ut4GHo31XA/about	30900	17749652
ArmLur TV	https://www.youtube.com/c/ArmLurTV/about	133000	129356406
ԼՈՒՐԵՐ Նորություններ Հայաստանից	https://www.youtube.com/user/LURERcom/about	26200	14618394
ArmeniaNow	https://www.youtube.com/c/ArmeniaNow/about	80900	48070593
SecretTube	https://www.youtube.com/channel/UCTRRvh0-lR9rPaC0nzNYFMA/about	88800	25036009
Բաց TV	https://www.youtube.com/channel/UCf2o81mWr-bZsLbq2-kOYTQ/about	94900	37541711
CIVILNET	https://www.youtube.com/c/CivilNetTV/about	165000	134353410
iravabannet	https://www.youtube.com/user/iravabannet/about	25500	17925692
AD TV	https://www.youtube.com/channel/UC8k_9xHrn82EV_oSFXBE6Cw/about	31500	15780512
Live News	https://www.youtube.com/channel/UCCllZTHrcly_pkPvb_V1ovA/about	30900	19267099
Novosti-Armenia	https://www.youtube.com/c/NovostiArmenia/about	43800	19836943
Kentron Channel	https://www.youtube.com/c/KentronChannel/about	121000	91559524
Tv9 am	https://www.youtube.com/c/Tv9am/about	76300	11460035
ԱԶԳԱՅԻՆ - ԺՈՂՈՎՐԴԱՎԱՐԱԿԱՆ ԲԵՎԵՌ	https://www.youtube.com/user/preparliament/about	40700	18914056
SHANT NEWS	https://www.youtube.com/c/SHANTNEWS/about	71900	32925881
The Yerevan Times	https://www.youtube.com/c/TheGamesWorld/about	32500	10070009
Yerevanyan Blog TV	https://www.youtube.com/c/YerevanyanBlog/about	35500	6757689
Sparta 1	https://www.youtube.com/channel/UCGxciBpj8fWpZIP805J1qVA/about	27700	15156620
Kristine Halajyan Քրիստինե Հալաջյան	https://www.youtube.com/channel/UCOKWS2GcPCEQ9VPx3Nkobcw/about	51300	10980627
Tert. am	https://www.youtube.com/user/tertamarmenia/about	49100	43790909
Suren Sargsyan	https://www.youtube.com/channel/UC-IEdDubp1Io--BquY-183g/about	38000	11432803
The Great Armenia	https://www.youtube.com/c/TheGreatArmenia/about	115000	64530732
PARATV	https://www.youtube.com/c/PARADIPLOMACYTV/about	51800	28904511
POLICE RA Vostikanutyun	https://www.youtube.com/c/Vostikanutyun/about	70800	94960279
Armenian National Network	https://www.youtube.com/c/ANNmedia/about	41900	15337160
NVO1	https://www.youtube.com/channel/UCadQz-sg0lid5bxjqPc6Olg/about	80000	1004659
Armenian Second TV Channel / h2	https://www.youtube.com/c/armh2/about	16700	6489408
Ամերիկայի Ձայն VOA Armenian	https://www.youtube.com/c/VOAArmenian/about	30900	22411629
PastinfoTV	https://www.youtube.com/user/PastinfoTV/about	11800	5492614
ArmeniaTV News	https://www.youtube.com/channel/UCTeGnM60U9qoLH7ZZDhAsSg/about	67800	39055114
Vardan Hakobyan	https://www.youtube.com/c/VardanHakobyan/about	10600	1847898
Խոսենք Փաստերով TV	https://www.youtube.com/channel/UCZuKdeF9yfOjZ0J7AbBUOAw/about	5970	1737890
HetqTV	https://www.youtube.com/user/HetqTV/about	28900	19591492
