name	url	subscribers	views
Factor tv	http://www.youtube.com/c/Factortv/about	211000	230450459
a1Plus	https://www.youtube.com/c/a1plus/about	173000	203237192
azatutyun radio	https://www.youtube.com/c/azatutyunradio/about	671000	840135768
perfect tv	https://www.youtube.com/channel/UC8kOchMgfcXZTDtgQ67LM9Q/about	unknown subscriber count	187443563
ArmNkr News	https://www.youtube.com/channel/UCOcuOF0M-rZ5QzKTvr1J8IQ/about	114000	95029099
Vardan Ghukasyan Վարդան Ղուկասյան	https://www.youtube.com/channel/UChXhis-jyFXzMw4o9hML3vA/about	unknown subscriber count	51810594
24TV	https://www.youtube.com/c/24TVArmenia/about	155000	156315246
365daily am	https://www.youtube.com/channel/UCGOYnPqyWiPwPdlvUlfuNcQ/about	150000	94152404
NEWS AM	https://www.youtube.com/c/NewsamChannel/about	284000	363411554
STP ARM NEWS	https://www.youtube.com/c/STPmusicRAP/about	140000	89338783
ArmLur official	https://www.youtube.com/channel/UChjW08B983y0T2NvktcIjfg/about	3440	4284004
1in.am	https://www.youtube.com/c/1inam/about	157000	151251209
HAYELI AM	https://www.youtube.com/c/Hayeliam_Hayeli_Akumb/about	69300	66920923
8rd. am	https://www.youtube.com/channel/UCzQMSe3jpEVDTJa9jy9eEZA/about	119000	37403412
YELAKET / Yelaket News Agency /	https://www.youtube.com/c/YelaketNewsAgency/about	108000	92372366
Armenian Public TV	https://www.youtube.com/c/ArmenianPublicTV/about	464000	338699573
5 TV Channel	https://www.youtube.com/c/AraratTv/about	103000	74421783
SHD ARM TV	https://www.youtube.com/c/SHDARMTV/about	unknown subscriber count	58808772
amenor am	https://www.youtube.com/channel/UCfqS6YahbpwtWQRCJNOyVEw/about	61000	26920801
AREG TV	https://www.youtube.com/c/aregtv/about	unknown subscriber count	20713234
8rd news	https://www.youtube.com/channel/UC0uK3jBxj6ioFn5-XsleQKA/about	132000	8037375
Asekose am	https://www.youtube.com/user/ASEKOSEful/about	196000	179497595
ArmNews	https://www.youtube.com/user/ArmnewsTV/about	121000	39665466
ARTN TV	https://www.youtube.com/channel/UCGto6lM2ggZi4Ut4GHo31XA/about	30200	16928423
ArmLur TV	https://www.youtube.com/c/ArmLurTV/about	132000	128713477
ԼՈՒՐԵՐ Նորություններ Հայաստանից	https://www.youtube.com/user/LURERcom/about	26200	14573247
ArmeniaNow	https://www.youtube.com/c/ArmeniaNow/about	80700	47860439
SecretTube	https://www.youtube.com/channel/UCTRRvh0-lR9rPaC0nzNYFMA/about	87700	24108570
Բաց TV	https://www.youtube.com/channel/UCf2o81mWr-bZsLbq2-kOYTQ/about	94600	37420742
CIVILNET	https://www.youtube.com/c/CivilNetTV/about	163000	133321538
iravabannet	https://www.youtube.com/user/iravabannet/about	25500	17882175
AD TV	https://www.youtube.com/channel/UC8k_9xHrn82EV_oSFXBE6Cw/about	31400	15627875
Live News	https://www.youtube.com/channel/UCCllZTHrcly_pkPvb_V1ovA/about	30700	18990811
Novosti-Armenia	https://www.youtube.com/c/NovostiArmenia/about	43800	19791604
Kentron Channel	https://www.youtube.com/c/KentronChannel/about	120000	91344499
Tv9 am	https://www.youtube.com/c/Tv9am/about	76100	11414293
ԱԶԳԱՅԻՆ - ԺՈՂՈՎՐԴԱՎԱՐԱԿԱՆ ԲԵՎԵՌ	https://www.youtube.com/user/preparliament/about	40400	18382704
SHANT NEWS	https://www.youtube.com/c/SHANTNEWS/about	71400	32664146
The Yerevan Times	https://www.youtube.com/c/TheGamesWorld/about	32300	9928045
Yerevanyan Blog TV	https://www.youtube.com/c/YerevanyanBlog/about	35500	6660292
Sparta 1	https://www.youtube.com/channel/UCGxciBpj8fWpZIP805J1qVA/about	27400	14776091
Kristine Halajyan Քրիստինե Հալաջյան	https://www.youtube.com/channel/UCOKWS2GcPCEQ9VPx3Nkobcw/about	50700	10714460
Tert. am	https://www.youtube.com/user/tertamarmenia/about	48700	43405115
Suren Sargsyan	https://www.youtube.com/channel/UC-IEdDubp1Io--BquY-183g/about	37500	11197943
The Great Armenia	https://www.youtube.com/c/TheGreatArmenia/about	114000	63698409
PARATV	https://www.youtube.com/c/PARADIPLOMACYTV/about	51700	28776881
POLICE RA Vostikanutyun	https://www.youtube.com/c/Vostikanutyun/about	70700	94846111
Armenian National Network	https://www.youtube.com/c/ANNmedia/about	42000	15328513
NVO1	https://www.youtube.com/channel/UCadQz-sg0lid5bxjqPc6Olg/about	80000	998536
Armenian Second TV Channel / h2	https://www.youtube.com/c/armh2/about	15900	6116223
Ամերիկայի Ձայն VOA Armenian	https://www.youtube.com/c/VOAArmenian/about	30900	22376829
PastinfoTV	https://www.youtube.com/user/PastinfoTV/about	11700	5407041
ArmeniaTV News	https://www.youtube.com/channel/UCTeGnM60U9qoLH7ZZDhAsSg/about	67700	38947705
Vardan Hakobyan	https://www.youtube.com/c/VardanHakobyan/about	10600	1832390
Խոսենք Փաստերով TV	https://www.youtube.com/channel/UCZuKdeF9yfOjZ0J7AbBUOAw/about	5960	1733353
HetqTV	https://www.youtube.com/user/HetqTV/about	28700	19489196
Artsakh Public TV	https://www.youtube.com/channel/UC0bE8sdgd54oJBscXJfupCw/about	35200	23079009
Yerevan Today Live	https://www.youtube.com/c/YerevanTodayNews/about	27300	21031316
Hraparak TV	https://www.youtube.com/c/Hraparakdaily/about	34600	30165946
Աննա Աբրահամյան Իմ Հայաստան created DON DREAM	https://www.youtube.com/channel/UCuuqSVCWfMlwlwlfXSLIfKg/about	unknown subscriber count	2455526
Yerkir Media - News	https://www.youtube.com/user/YerkirmediaTV/about	36800	32672832
Yerkir Media Հաղորդումներ	https://www.youtube.com/channel/UCLqMTOyTNRVzavjJwZlFSvQ/about	6920	1278392
MenqHayenq Production	https://www.youtube.com/channel/UCUfcIB5azeiUD2egV7p7FEQ/about	61200	15080061
ԼՐԱՏՎԱԿԱՆ ՌԱԴԻՈ FM106.5	https://www.youtube.com/channel/UCaJCNkhSa84QcuOSoM2WfcA/about	39600	22443502
Repat Riarch	https://www.youtube.com/c/RepatRiarch_official/about	39400	4904877
New Channel tv	https://www.youtube.com/channel/UCDOG_qfxSvI-Dv1tkGpo8Dw/about	64500	27018532
HorizonArmenianTV	https://www.youtube.com/user/HorizonArmenianTV/about	23700	8751929
ARM GOOD INFO	https://www.youtube.com/channel/UCenBDno0RFwOg23Kr00kJVg/about	82600	18666524
Politik. am	https://www.youtube.com/c/Politikam2021/about	18800	5413639
armtimes.com	https://www.youtube.com/c/ArmtimesNewspaper/about	33600	33805564
Styop Grigoryan	https://www.youtube.com/user/123pepush/about	17600	8636256
AsekoseTV	https://www.youtube.com/channel/UCmsV3ead5PvSJwp6M6vik-A/about	28700	20238699
Aysor TV	https://www.youtube.com/user/AysorTV/about	21900	14291817
