name	url	subscribers	views
Factor tv	http://www.youtube.com/c/Factortv/about	219000	246201834
a1Plus	https://www.youtube.com/c/a1plus/about	176000	208147951
azatutyun radio	https://www.youtube.com/c/azatutyunradio/about	682000	867850056
perfect tv	https://www.youtube.com/channel/UC8kOchMgfcXZTDtgQ67LM9Q/about	unknown subscriber count	213220665
ArmNkr News	https://www.youtube.com/channel/UCOcuOF0M-rZ5QzKTvr1J8IQ/about	124000	110559456
Vardan Ghukasyan Վարդան Ղուկասյան	https://www.youtube.com/channel/UChXhis-jyFXzMw4o9hML3vA/about	unknown subscriber count	63978657
24TV	https://www.youtube.com/c/24TVArmenia/about	158000	162857913
365daily am	https://www.youtube.com/channel/UCGOYnPqyWiPwPdlvUlfuNcQ/about	154000	101492795
NEWS AM	https://www.youtube.com/c/NewsamChannel/about	286000	373159338
STP ARM NEWS	https://www.youtube.com/c/STPmusicRAP/about	144000	93527198
ArmLur official	https://www.youtube.com/channel/UChjW08B983y0T2NvktcIjfg/about	3610	4567164
1in.am	https://www.youtube.com/c/1inam/about	157000	151611943
HAYELI AM	https://www.youtube.com/c/Hayeliam_Hayeli_Akumb/about	77100	80001738
8rd. am	https://www.youtube.com/channel/UCzQMSe3jpEVDTJa9jy9eEZA/about	124000	42537399
YELAKET / Yelaket News Agency /	https://www.youtube.com/c/YelaketNewsAgency/about	111000	96390207
Armenian Public TV	https://www.youtube.com/c/ArmenianPublicTV/about	480000	352636458
5 TV Channel	https://www.youtube.com/c/AraratTv/about	109000	81408867
SHD ARM TV	https://www.youtube.com/c/SHDARMTV/about	unknown subscriber count	59600596
amenor am	https://www.youtube.com/channel/UCfqS6YahbpwtWQRCJNOyVEw/about	70300	34731608
AREG TV	https://www.youtube.com/c/aregtv/about	unknown subscriber count	23132298
8rd news	https://www.youtube.com/channel/UC0uK3jBxj6ioFn5-XsleQKA/about	138000	15500660
Asekose am	https://www.youtube.com/user/ASEKOSEful/about	198000	182759555
ArmNews	https://www.youtube.com/user/ArmnewsTV/about	125000	43235043
ARTN TV	https://www.youtube.com/channel/UCGto6lM2ggZi4Ut4GHo31XA/about	36000	23364306
ArmLur TV	https://www.youtube.com/c/ArmLurTV/about	133000	131826322
ԼՈՒՐԵՐ Նորություններ Հայաստանից	https://www.youtube.com/user/LURERcom/about	26600	14987287
ArmeniaNow	https://www.youtube.com/c/ArmeniaNow/about	82500	49544345
SecretTube	https://www.youtube.com/channel/UCTRRvh0-lR9rPaC0nzNYFMA/about	92100	28750420
Բաց TV	https://www.youtube.com/channel/UCf2o81mWr-bZsLbq2-kOYTQ/about	96200	38631191
CIVILNET	https://www.youtube.com/c/CivilNetTV/about	169000	137440798
iravabannet	https://www.youtube.com/user/iravabannet/about	25700	18150131
AD TV	https://www.youtube.com/channel/UC8k_9xHrn82EV_oSFXBE6Cw/about	31700	16147320
Live News	https://www.youtube.com/channel/UCCllZTHrcly_pkPvb_V1ovA/about	32000	20289016
Novosti-Armenia	https://www.youtube.com/c/NovostiArmenia/about	43600	20039691
Kentron Channel	https://www.youtube.com/c/KentronChannel/about	124000	93982907
Tv9 am	https://www.youtube.com/c/Tv9am/about	77300	19397125
ԱԶԳԱՅԻՆ - ԺՈՂՈՎՐԴԱՎԱՐԱԿԱՆ ԲԵՎԵՌ	https://www.youtube.com/user/preparliament/about	43500	21300593
SHANT NEWS	https://www.youtube.com/c/SHANTNEWS/about	75000	34864676
The Yerevan Times	https://www.youtube.com/c/TheGamesWorld/about	33400	10255445
Yerevanyan Blog TV	https://www.youtube.com/c/YerevanyanBlog/about	40900	10558865
Sparta 1	https://www.youtube.com/channel/UCGxciBpj8fWpZIP805J1qVA/about	31800	18522348
Kristine Halajyan Քրիստինե Հալաջյան	https://www.youtube.com/channel/UCOKWS2GcPCEQ9VPx3Nkobcw/about	53500	12145126
Tert. am	https://www.youtube.com/user/tertamarmenia/about	50100	44286058
Suren Sargsyan	https://www.youtube.com/channel/UC-IEdDubp1Io--BquY-183g/about	39700	12455013
The Great Armenia	https://www.youtube.com/c/TheGreatArmenia/about	125000	72100286
PARATV	https://www.youtube.com/c/PARADIPLOMACYTV/about	51900	29162900
POLICE RA Vostikanutyun	https://www.youtube.com/c/Vostikanutyun/about	71600	95797610
Armenian National Network	https://www.youtube.com/c/ANNmedia/about	41700	15406519
NVO1	https://www.youtube.com/channel/UCadQz-sg0lid5bxjqPc6Olg/about	81600	2508119
Armenian Second TV Channel / h2	https://www.youtube.com/c/armh2/about	18600	7362573
Ամերիկայի Ձայն VOA Armenian	https://www.youtube.com/c/VOAArmenian/about	31000	21845135
PastinfoTV	https://www.youtube.com/user/PastinfoTV/about	12400	5893837
ArmeniaTV News	https://www.youtube.com/channel/UCTeGnM60U9qoLH7ZZDhAsSg/about	69600	40069644
Vardan Hakobyan	https://www.youtube.com/c/VardanHakobyan/about	10700	1895141
Խոսենք Փաստերով TV	https://www.youtube.com/channel/UCZuKdeF9yfOjZ0J7AbBUOAw/about	5950	1747238
HetqTV	https://www.youtube.com/user/HetqTV/about	29800	19973690
Artsakh Public TV	https://www.youtube.com/channel/UC0bE8sdgd54oJBscXJfupCw/about	35600	23241363
Yerevan Today Live	https://www.youtube.com/c/YerevanTodayNews/about	27600	21245219
Hraparak TV	https://www.youtube.com/c/Hraparakdaily/about	35500	31051810
Աննա Աբրահամյան Իմ Հայաստան created DON DREAM	https://www.youtube.com/channel/UCuuqSVCWfMlwlwlfXSLIfKg/about	unknown subscriber count	2801892
Yerkir Media - News	https://www.youtube.com/user/YerkirmediaTV/about	37300	32901252
Yerkir Media Հաղորդումներ	https://www.youtube.com/channel/UCLqMTOyTNRVzavjJwZlFSvQ/about	7600	1539905
MenqHayenq Production	https://www.youtube.com/channel/UCUfcIB5azeiUD2egV7p7FEQ/about	64800	12749997
ԼՐԱՏՎԱԿԱՆ ՌԱԴԻՈ FM106.5	https://www.youtube.com/channel/UCaJCNkhSa84QcuOSoM2WfcA/about	41300	23038040
Repat Riarch	https://www.youtube.com/c/RepatRiarch_official/about	39700	4850937
New Channel tv	https://www.youtube.com/channel/UCDOG_qfxSvI-Dv1tkGpo8Dw/about	75500	39659517
HorizonArmenianTV	https://www.youtube.com/user/HorizonArmenianTV/about	24500	8995919
ARM GOOD INFO	https://www.youtube.com/channel/UCenBDno0RFwOg23Kr00kJVg/about	83400	19086123
Politik. am	https://www.youtube.com/c/Politikam2021/about	23100	8389334
armtimes.com	https://www.youtube.com/c/ArmtimesNewspaper/about	33800	34061157
Styop Grigoryan	https://www.youtube.com/user/123pepush/about	18100	9143950
AsekoseTV	https://www.youtube.com/channel/UCmsV3ead5PvSJwp6M6vik-A/about	29000	20375459
Aysor TV	https://www.youtube.com/user/AysorTV/about	22000	14384660
