name	url	subscribers	views
Factor tv	http://www.youtube.com/c/Factortv/about	219000	246384473
a1Plus	https://www.youtube.com/c/a1plus/about	176000	208242785
azatutyun radio	https://www.youtube.com/c/azatutyunradio/about	682000	868691586
perfect tv	https://www.youtube.com/channel/UC8kOchMgfcXZTDtgQ67LM9Q/about	unknown subscriber count	214005997
ArmNkr News	https://www.youtube.com/channel/UCOcuOF0M-rZ5QzKTvr1J8IQ/about	124000	111287158
Vardan Ghukasyan Վարդան Ղուկասյան	https://www.youtube.com/channel/UChXhis-jyFXzMw4o9hML3vA/about	unknown subscriber count	64221064
24TV	https://www.youtube.com/c/24TVArmenia/about	158000	162930931
365daily am	https://www.youtube.com/channel/UCGOYnPqyWiPwPdlvUlfuNcQ/about	154000	101579720
NEWS AM	https://www.youtube.com/c/NewsamChannel/about	286000	373327344
STP ARM NEWS	https://www.youtube.com/c/STPmusicRAP/about	144000	93623075
ArmLur official	https://www.youtube.com/channel/UChjW08B983y0T2NvktcIjfg/about	3610	4569600
1in.am	https://www.youtube.com/c/1inam/about	157000	151624769
HAYELI AM	https://www.youtube.com/c/Hayeliam_Hayeli_Akumb/about	77200	80271157
8rd. am	https://www.youtube.com/channel/UCzQMSe3jpEVDTJa9jy9eEZA/about	124000	42950360
YELAKET / Yelaket News Agency /	https://www.youtube.com/c/YelaketNewsAgency/about	111000	96518920
Armenian Public TV	https://www.youtube.com/c/ArmenianPublicTV/about	480000	352928153
5 TV Channel	https://www.youtube.com/c/AraratTv/about	109000	81667092
SHD ARM TV	https://www.youtube.com/c/SHDARMTV/about	unknown subscriber count	59605964
amenor am	https://www.youtube.com/channel/UCfqS6YahbpwtWQRCJNOyVEw/about	70600	34899197
AREG TV	https://www.youtube.com/c/aregtv/about	unknown subscriber count	23264794
8rd news	https://www.youtube.com/channel/UC0uK3jBxj6ioFn5-XsleQKA/about	138000	15578060
Asekose am	https://www.youtube.com/user/ASEKOSEful/about	198000	182835986
ArmNews	https://www.youtube.com/user/ArmnewsTV/about	125000	43254476
ARTN TV	https://www.youtube.com/channel/UCGto6lM2ggZi4Ut4GHo31XA/about	36200	23592396
ArmLur TV	https://www.youtube.com/c/ArmLurTV/about	133000	131885820
ԼՈՒՐԵՐ Նորություններ Հայաստանից	https://www.youtube.com/user/LURERcom/about	26700	15009564
ArmeniaNow	https://www.youtube.com/c/ArmeniaNow/about	82600	49596379
SecretTube	https://www.youtube.com/channel/UCTRRvh0-lR9rPaC0nzNYFMA/about	92100	28762671
Բաց TV	https://www.youtube.com/channel/UCf2o81mWr-bZsLbq2-kOYTQ/about	96300	38693991
CIVILNET	https://www.youtube.com/c/CivilNetTV/about	170000	137546048
iravabannet	https://www.youtube.com/user/iravabannet/about	25700	18155672
AD TV	https://www.youtube.com/channel/UC8k_9xHrn82EV_oSFXBE6Cw/about	31800	16163467
Live News	https://www.youtube.com/channel/UCCllZTHrcly_pkPvb_V1ovA/about	32100	20326668
Novosti-Armenia	https://www.youtube.com/c/NovostiArmenia/about	43600	20046988
Kentron Channel	https://www.youtube.com/c/KentronChannel/about	125000	94079847
Tv9 am	https://www.youtube.com/c/Tv9am/about	77400	19431400
ԱԶԳԱՅԻՆ - ԺՈՂՈՎՐԴԱՎԱՐԱԿԱՆ ԲԵՎԵՌ	https://www.youtube.com/user/preparliament/about	43700	21388522
SHANT NEWS	https://www.youtube.com/c/SHANTNEWS/about	75000	34925021
The Yerevan Times	https://www.youtube.com/c/TheGamesWorld/about	33400	10270916
Yerevanyan Blog TV	https://www.youtube.com/c/YerevanyanBlog/about	41000	10664266
Sparta 1	https://www.youtube.com/channel/UCGxciBpj8fWpZIP805J1qVA/about	32100	18706375
Kristine Halajyan Քրիստինե Հալաջյան	https://www.youtube.com/channel/UCOKWS2GcPCEQ9VPx3Nkobcw/about	53600	12172577
Tert. am	https://www.youtube.com/user/tertamarmenia/about	50100	44292625
Suren Sargsyan	https://www.youtube.com/channel/UC-IEdDubp1Io--BquY-183g/about	39800	12475176
The Great Armenia	https://www.youtube.com/c/TheGreatArmenia/about	125000	72471554
PARATV	https://www.youtube.com/c/PARADIPLOMACYTV/about	51900	29169901
POLICE RA Vostikanutyun	https://www.youtube.com/c/Vostikanutyun/about	71600	95824577
Armenian National Network	https://www.youtube.com/c/ANNmedia/about	41700	15413315
NVO1	https://www.youtube.com/channel/UCadQz-sg0lid5bxjqPc6Olg/about	81700	2533062
Armenian Second TV Channel / h2	https://www.youtube.com/c/armh2/about	18600	7382979
Ամերիկայի Ձայն VOA Armenian	https://www.youtube.com/c/VOAArmenian/about	31000	21852230
PastinfoTV	https://www.youtube.com/user/PastinfoTV/about	12400	5900262
ArmeniaTV News	https://www.youtube.com/channel/UCTeGnM60U9qoLH7ZZDhAsSg/about	69600	40084401
Vardan Hakobyan	https://www.youtube.com/c/VardanHakobyan/about	10700	1896156
