name	url	subscribers	views
Factor tv	http://www.youtube.com/c/Factortv/about	218000	242660234
a1Plus	https://www.youtube.com/c/a1plus/about	175000	206419970
azatutyun radio	https://www.youtube.com/c/azatutyunradio/about	677000	855118576
perfect tv	https://www.youtube.com/channel/UC8kOchMgfcXZTDtgQ67LM9Q/about	unknown subscriber count	201357616
ArmNkr News	https://www.youtube.com/channel/UCOcuOF0M-rZ5QzKTvr1J8IQ/about	119000	104293798
Vardan Ghukasyan Վարդան Ղուկասյան	https://www.youtube.com/channel/UChXhis-jyFXzMw4o9hML3vA/about	unknown subscriber count	60903925
24TV	https://www.youtube.com/c/24TVArmenia/about	158000	161495089
365daily am	https://www.youtube.com/channel/UCGOYnPqyWiPwPdlvUlfuNcQ/about	153000	99362282
NEWS AM	https://www.youtube.com/c/NewsamChannel/about	285000	369255728
STP ARM NEWS	https://www.youtube.com/c/STPmusicRAP/about	141000	91488221
ArmLur official	https://www.youtube.com/channel/UChjW08B983y0T2NvktcIjfg/about	3520	4390985
1in.am	https://www.youtube.com/c/1inam/about	157000	151454752
HAYELI AM	https://www.youtube.com/c/Hayeliam_Hayeli_Akumb/about	73500	74524382
8rd. am	https://www.youtube.com/channel/UCzQMSe3jpEVDTJa9jy9eEZA/about	121000	39572374
YELAKET / Yelaket News Agency /	https://www.youtube.com/c/YelaketNewsAgency/about	109000	94620712
Armenian Public TV	https://www.youtube.com/c/ArmenianPublicTV/about	475000	348392164
5 TV Channel	https://www.youtube.com/c/AraratTv/about	106000	77922258
SHD ARM TV	https://www.youtube.com/c/SHDARMTV/about	unknown subscriber count	59482059
amenor am	https://www.youtube.com/channel/UCfqS6YahbpwtWQRCJNOyVEw/about	67000	31749961
AREG TV	https://www.youtube.com/c/aregtv/about	unknown subscriber count	22012110
8rd news	https://www.youtube.com/channel/UC0uK3jBxj6ioFn5-XsleQKA/about	135000	12913622
Asekose am	https://www.youtube.com/user/ASEKOSEful/about	197000	181798728
ArmNews	https://www.youtube.com/user/ArmnewsTV/about	125000	42870603
ARTN TV	https://www.youtube.com/channel/UCGto6lM2ggZi4Ut4GHo31XA/about	33400	20506767
ArmLur TV	https://www.youtube.com/c/ArmLurTV/about	133000	130733772
ԼՈՒՐԵՐ Նորություններ Հայաստանից	https://www.youtube.com/user/LURERcom/about	26200	14667220
ArmeniaNow	https://www.youtube.com/c/ArmeniaNow/about	81800	48925579
SecretTube	https://www.youtube.com/channel/UCTRRvh0-lR9rPaC0nzNYFMA/about	91100	27513437
Բաց TV	https://www.youtube.com/channel/UCf2o81mWr-bZsLbq2-kOYTQ/about	95500	38087871
CIVILNET	https://www.youtube.com/c/CivilNetTV/about	168000	135963974
iravabannet	https://www.youtube.com/user/iravabannet/about	25700	18063309
AD TV	https://www.youtube.com/channel/UC8k_9xHrn82EV_oSFXBE6Cw/about	31700	16009897
Live News	https://www.youtube.com/channel/UCCllZTHrcly_pkPvb_V1ovA/about	31400	19801383
Novosti-Armenia	https://www.youtube.com/c/NovostiArmenia/about	43700	19930451
Kentron Channel	https://www.youtube.com/c/KentronChannel/about	122000	92703706
Tv9 am	https://www.youtube.com/c/Tv9am/about	76800	11833321
ԱԶԳԱՅԻՆ - ԺՈՂՈՎՐԴԱՎԱՐԱԿԱՆ ԲԵՎԵՌ	https://www.youtube.com/user/preparliament/about	42000	20091906
SHANT NEWS	https://www.youtube.com/c/SHANTNEWS/about	73400	33816893
