name	url	subscribers	views
Factor tv	http://www.youtube.com/c/Factortv/about	219000	246293229
a1Plus	https://www.youtube.com/c/a1plus/about	176000	208186090
azatutyun radio	https://www.youtube.com/c/azatutyunradio/about	682000	868234848
perfect tv	https://www.youtube.com/channel/UC8kOchMgfcXZTDtgQ67LM9Q/about	unknown subscriber count	213486145
ArmNkr News	https://www.youtube.com/channel/UCOcuOF0M-rZ5QzKTvr1J8IQ/about	124000	110777127
Vardan Ghukasyan Վարդան Ղուկասյան	https://www.youtube.com/channel/UChXhis-jyFXzMw4o9hML3vA/about	unknown subscriber count	64089961
24TV	https://www.youtube.com/c/24TVArmenia/about	158000	162883009
365daily am	https://www.youtube.com/channel/UCGOYnPqyWiPwPdlvUlfuNcQ/about	154000	101508888
NEWS AM	https://www.youtube.com/c/NewsamChannel/about	286000	373233967
STP ARM NEWS	https://www.youtube.com/c/STPmusicRAP/about	144000	93567965
ArmLur official	https://www.youtube.com/channel/UChjW08B983y0T2NvktcIjfg/about	3620	4568016
1in.am	https://www.youtube.com/c/1inam/about	157000	151616531
HAYELI AM	https://www.youtube.com/c/Hayeliam_Hayeli_Akumb/about	77100	80126851
8rd. am	https://www.youtube.com/channel/UCzQMSe3jpEVDTJa9jy9eEZA/about	124000	42658844
YELAKET / Yelaket News Agency /	https://www.youtube.com/c/YelaketNewsAgency/about	111000	96444144
Armenian Public TV	https://www.youtube.com/c/ArmenianPublicTV/about	480000	352734701
5 TV Channel	https://www.youtube.com/c/AraratTv/about	109000	81527387
SHD ARM TV	https://www.youtube.com/c/SHDARMTV/about	unknown subscriber count	59601703
amenor am	https://www.youtube.com/channel/UCfqS6YahbpwtWQRCJNOyVEw/about	70400	34795116
AREG TV	https://www.youtube.com/c/aregtv/about	unknown subscriber count	23189890
8rd news	https://www.youtube.com/channel/UC0uK3jBxj6ioFn5-XsleQKA/about	138000	15527493
Asekose am	https://www.youtube.com/user/ASEKOSEful/about	198000	182780754
ArmNews	https://www.youtube.com/user/ArmnewsTV/about	125000	43241708
ARTN TV	https://www.youtube.com/channel/UCGto6lM2ggZi4Ut4GHo31XA/about	36100	23497861
ArmLur TV	https://www.youtube.com/c/ArmLurTV/about	133000	131850792
ԼՈՒՐԵՐ Նորություններ Հայաստանից	https://www.youtube.com/user/LURERcom/about	26600	14994563
ArmeniaNow	https://www.youtube.com/c/ArmeniaNow/about	82500	49555647
SecretTube	https://www.youtube.com/channel/UCTRRvh0-lR9rPaC0nzNYFMA/about	92100	28754047
Բաց TV	https://www.youtube.com/channel/UCf2o81mWr-bZsLbq2-kOYTQ/about	96200	38643489
CIVILNET	https://www.youtube.com/c/CivilNetTV/about	169000	137485304
iravabannet	https://www.youtube.com/user/iravabannet/about	25700	18151880
AD TV	https://www.youtube.com/channel/UC8k_9xHrn82EV_oSFXBE6Cw/about	31800	16153088
Live News	https://www.youtube.com/channel/UCCllZTHrcly_pkPvb_V1ovA/about	32000	20304722
Novosti-Armenia	https://www.youtube.com/c/NovostiArmenia/about	43600	20042675
Kentron Channel	https://www.youtube.com/c/KentronChannel/about	124000	94007687
Tv9 am	https://www.youtube.com/c/Tv9am/about	77300	19404233
ԱԶԳԱՅԻՆ - ԺՈՂՈՎՐԴԱՎԱՐԱԿԱՆ ԲԵՎԵՌ	https://www.youtube.com/user/preparliament/about	43600	21336872
SHANT NEWS	https://www.youtube.com/c/SHANTNEWS/about	75000	34888650
The Yerevan Times	https://www.youtube.com/c/TheGamesWorld/about	33400	10257620
Yerevanyan Blog TV	https://www.youtube.com/c/YerevanyanBlog/about	40900	10582291
Sparta 1	https://www.youtube.com/channel/UCGxciBpj8fWpZIP805J1qVA/about	31900	18579198
Kristine Halajyan Քրիստինե Հալաջյան	https://www.youtube.com/channel/UCOKWS2GcPCEQ9VPx3Nkobcw/about	53500	12151487
Tert. am	https://www.youtube.com/user/tertamarmenia/about	50100	44288353
Suren Sargsyan	https://www.youtube.com/channel/UC-IEdDubp1Io--BquY-183g/about	39700	12465988
The Great Armenia	https://www.youtube.com/c/TheGreatArmenia/about	125000	72213248
PARATV	https://www.youtube.com/c/PARADIPLOMACYTV/about	51900	29165280
POLICE RA Vostikanutyun	https://www.youtube.com/c/Vostikanutyun/about	71600	95808359
Armenian National Network	https://www.youtube.com/c/ANNmedia/about	41700	15409121
NVO1	https://www.youtube.com/channel/UCadQz-sg0lid5bxjqPc6Olg/about	81700	2515360
Armenian Second TV Channel / h2	https://www.youtube.com/c/armh2/about	18600	7369775
Ամերիկայի Ձայն VOA Armenian	https://www.youtube.com/c/VOAArmenian/about	31000	21847347
PastinfoTV	https://www.youtube.com/user/PastinfoTV/about	12400	5895961
ArmeniaTV News	https://www.youtube.com/channel/UCTeGnM60U9qoLH7ZZDhAsSg/about	69600	40076030
Vardan Hakobyan	https://www.youtube.com/c/VardanHakobyan/about	10700	1895511
Խոսենք Փաստերով TV	https://www.youtube.com/channel/UCZuKdeF9yfOjZ0J7AbBUOAw/about	5950	1747238
HetqTV	https://www.youtube.com/user/HetqTV/about	29800	19985161
Artsakh Public TV	https://www.youtube.com/channel/UC0bE8sdgd54oJBscXJfupCw/about	35600	23244303
Yerevan Today Live	https://www.youtube.com/c/YerevanTodayNews/about	27600	21247455
Hraparak TV	https://www.youtube.com/c/Hraparakdaily/about	35500	31054763
Աննա Աբրահամյան Իմ Հայաստան created DON DREAM	https://www.youtube.com/channel/UCuuqSVCWfMlwlwlfXSLIfKg/about	unknown subscriber count	2802640
Yerkir Media - News	https://www.youtube.com/user/YerkirmediaTV/about	37300	32903560
Yerkir Media Հաղորդումներ	https://www.youtube.com/channel/UCLqMTOyTNRVzavjJwZlFSvQ/about	7600	1542856
MenqHayenq Production	https://www.youtube.com/channel/UCUfcIB5azeiUD2egV7p7FEQ/about	64800	12751257
ԼՐԱՏՎԱԿԱՆ ՌԱԴԻՈ FM106.5	https://www.youtube.com/channel/UCaJCNkhSa84QcuOSoM2WfcA/about	41300	23046541
Repat Riarch	https://www.youtube.com/c/RepatRiarch_official/about	39700	4851358
New Channel tv	https://www.youtube.com/channel/UCDOG_qfxSvI-Dv1tkGpo8Dw/about	75700	39856994
HorizonArmenianTV	https://www.youtube.com/user/HorizonArmenianTV/about	24500	8997306
ARM GOOD INFO	https://www.youtube.com/channel/UCenBDno0RFwOg23Kr00kJVg/about	83400	19092440
Politik. am	https://www.youtube.com/c/Politikam2021/about	23100	8477661
armtimes.com	https://www.youtube.com/c/ArmtimesNewspaper/about	33800	34062817
Styop Grigoryan	https://www.youtube.com/user/123pepush/about	18100	9144550
AsekoseTV	https://www.youtube.com/channel/UCmsV3ead5PvSJwp6M6vik-A/about	29000	20376772
Aysor TV	https://www.youtube.com/user/AysorTV/about	22000	14385369
