name	url	subscribers	views
Factor tv	http://www.youtube.com/c/Factortv/about	219000	246641469
a1Plus	https://www.youtube.com/c/a1plus/about	176000	208377344
azatutyun radio	https://www.youtube.com/c/azatutyunradio/about	682000	869542878
perfect tv	https://www.youtube.com/channel/UC8kOchMgfcXZTDtgQ67LM9Q/about	unknown subscriber count	214783416
ArmNkr News	https://www.youtube.com/channel/UCOcuOF0M-rZ5QzKTvr1J8IQ/about	125000	111968199
Vardan Ghukasyan Վարդան Ղուկասյան	https://www.youtube.com/channel/UChXhis-jyFXzMw4o9hML3vA/about	unknown subscriber count	64555895
24TV	https://www.youtube.com/c/24TVArmenia/about	158000	163019755
365daily am	https://www.youtube.com/channel/UCGOYnPqyWiPwPdlvUlfuNcQ/about	154000	101647831
NEWS AM	https://www.youtube.com/c/NewsamChannel/about	286000	373546663
STP ARM NEWS	https://www.youtube.com/c/STPmusicRAP/about	144000	93747799
ArmLur official	https://www.youtube.com/channel/UChjW08B983y0T2NvktcIjfg/about	3620	4573759
1in.am	https://www.youtube.com/c/1inam/about	157000	151639412
HAYELI AM	https://www.youtube.com/c/Hayeliam_Hayeli_Akumb/about	77400	80589579
8rd. am	https://www.youtube.com/channel/UCzQMSe3jpEVDTJa9jy9eEZA/about	125000	43254336
YELAKET / Yelaket News Agency /	https://www.youtube.com/c/YelaketNewsAgency/about	111000	96273434
Armenian Public TV	https://www.youtube.com/c/ArmenianPublicTV/about	480000	353248129
5 TV Channel	https://www.youtube.com/c/AraratTv/about	110000	81939469
SHD ARM TV	https://www.youtube.com/c/SHDARMTV/about	unknown subscriber count	59609317
amenor am	https://www.youtube.com/channel/UCfqS6YahbpwtWQRCJNOyVEw/about	70900	35148178
AREG TV	https://www.youtube.com/c/aregtv/about	unknown subscriber count	23364189
8rd news	https://www.youtube.com/channel/UC0uK3jBxj6ioFn5-XsleQKA/about	138000	15634303
Asekose am	https://www.youtube.com/user/ASEKOSEful/about	198000	182935279
ArmNews	https://www.youtube.com/user/ArmnewsTV/about	125000	43276340
ARTN TV	https://www.youtube.com/channel/UCGto6lM2ggZi4Ut4GHo31XA/about	36400	23825469
ArmLur TV	https://www.youtube.com/c/ArmLurTV/about	133000	131978602
ԼՈՒՐԵՐ Նորություններ Հայաստանից	https://www.youtube.com/user/LURERcom/about	26700	15030805
ArmeniaNow	https://www.youtube.com/c/ArmeniaNow/about	82600	49646037
SecretTube	https://www.youtube.com/channel/UCTRRvh0-lR9rPaC0nzNYFMA/about	92100	28772991
Բաց TV	https://www.youtube.com/channel/UCf2o81mWr-bZsLbq2-kOYTQ/about	96500	38768110
CIVILNET	https://www.youtube.com/c/CivilNetTV/about	170000	137667846
iravabannet	https://www.youtube.com/user/iravabannet/about	25700	18161833
AD TV	https://www.youtube.com/channel/UC8k_9xHrn82EV_oSFXBE6Cw/about	31800	16176453
Live News	https://www.youtube.com/channel/UCCllZTHrcly_pkPvb_V1ovA/about	32200	20388947
Novosti-Armenia	https://www.youtube.com/c/NovostiArmenia/about	43600	20055378
Kentron Channel	https://www.youtube.com/c/KentronChannel/about	125000	94140794
Tv9 am	https://www.youtube.com/c/Tv9am/about	77500	19472888
ԱԶԳԱՅԻՆ - ԺՈՂՈՎՐԴԱՎԱՐԱԿԱՆ ԲԵՎԵՌ	https://www.youtube.com/user/preparliament/about	43800	21513259
SHANT NEWS	https://www.youtube.com/c/SHANTNEWS/about	75100	34974171
The Yerevan Times	https://www.youtube.com/c/TheGamesWorld/about	33500	10293051
Yerevanyan Blog TV	https://www.youtube.com/c/YerevanyanBlog/about	41100	10779206
Sparta 1	https://www.youtube.com/channel/UCGxciBpj8fWpZIP805J1qVA/about	32300	18889776
Kristine Halajyan Քրիստինե Հալաջյան	https://www.youtube.com/channel/UCOKWS2GcPCEQ9VPx3Nkobcw/about	53600	12231926
Tert. am	https://www.youtube.com/user/tertamarmenia/about	50100	44301427
Suren Sargsyan	https://www.youtube.com/channel/UC-IEdDubp1Io--BquY-183g/about	39800	12510574
The Great Armenia	https://www.youtube.com/c/TheGreatArmenia/about	125000	72898813
PARATV	https://www.youtube.com/c/PARADIPLOMACYTV/about	51900	29181418
POLICE RA Vostikanutyun	https://www.youtube.com/c/Vostikanutyun/about	71600	95862392
Armenian National Network	https://www.youtube.com/c/ANNmedia/about	41700	15417809
NVO1	https://www.youtube.com/channel/UCadQz-sg0lid5bxjqPc6Olg/about	81800	2583910
Armenian Second TV Channel / h2	https://www.youtube.com/c/armh2/about	18600	7405039
Ամերիկայի Ձայն VOA Armenian	https://www.youtube.com/c/VOAArmenian/about	31000	21859200
PastinfoTV	https://www.youtube.com/user/PastinfoTV/about	12400	5911281
ArmeniaTV News	https://www.youtube.com/channel/UCTeGnM60U9qoLH7ZZDhAsSg/about	69700	40103875
Vardan Hakobyan	https://www.youtube.com/c/VardanHakobyan/about	10700	1897481
Խոսենք Փաստերով TV	https://www.youtube.com/channel/UCZuKdeF9yfOjZ0J7AbBUOAw/about	5940	1747876
HetqTV	https://www.youtube.com/user/HetqTV/about	29900	20032762
Artsakh Public TV	https://www.youtube.com/channel/UC0bE8sdgd54oJBscXJfupCw/about	35700	23255786
Yerevan Today Live	https://www.youtube.com/c/YerevanTodayNews/about	27600	21253048
Hraparak TV	https://www.youtube.com/c/Hraparakdaily/about	35500	31077798
Աննա Աբրահամյան Իմ Հայաստան created DON DREAM	https://www.youtube.com/channel/UCuuqSVCWfMlwlwlfXSLIfKg/about	unknown subscriber count	2816055
Yerkir Media - News	https://www.youtube.com/user/YerkirmediaTV/about	37300	32914237
Yerkir Media Հաղորդումներ	https://www.youtube.com/channel/UCLqMTOyTNRVzavjJwZlFSvQ/about	7620	1557193
MenqHayenq Production	https://www.youtube.com/channel/UCUfcIB5azeiUD2egV7p7FEQ/about	64800	12757830
ԼՐԱՏՎԱԿԱՆ ՌԱԴԻՈ FM106.5	https://www.youtube.com/channel/UCaJCNkhSa84QcuOSoM2WfcA/about	41400	23080076
Repat Riarch	https://www.youtube.com/c/RepatRiarch_official/about	39600	4852866
New Channel tv	https://www.youtube.com/channel/UCDOG_qfxSvI-Dv1tkGpo8Dw/about	76600	40842709
HorizonArmenianTV	https://www.youtube.com/user/HorizonArmenianTV/about	24500	9003996
ARM GOOD INFO	https://www.youtube.com/channel/UCenBDno0RFwOg23Kr00kJVg/about	83500	19135359
Politik. am	https://www.youtube.com/c/Politikam2021/about	23600	8792205
armtimes.com	https://www.youtube.com/c/ArmtimesNewspaper/about	33800	34072485
Styop Grigoryan	https://www.youtube.com/user/123pepush/about	18100	9148084
AsekoseTV	https://www.youtube.com/channel/UCmsV3ead5PvSJwp6M6vik-A/about	29000	20391088
Aysor TV	https://www.youtube.com/user/AysorTV/about	22000	14401478
