name	url	subscribers	views
Factor tv	http://www.youtube.com/c/Factortv/about	212000	231259681
a1Plus	https://www.youtube.com/c/a1plus/about	173000	203398772
azatutyun radio	https://www.youtube.com/c/azatutyunradio/about	672000	840715732
perfect tv	https://www.youtube.com/channel/UC8kOchMgfcXZTDtgQ67LM9Q/about	unknown subscriber count	187972825
ArmNkr News	https://www.youtube.com/channel/UCOcuOF0M-rZ5QzKTvr1J8IQ/about	115000	95342146
Vardan Ghukasyan Վարդան Ղուկասյան	https://www.youtube.com/channel/UChXhis-jyFXzMw4o9hML3vA/about	unknown subscriber count	52429830
24TV	https://www.youtube.com/c/24TVArmenia/about	155000	156620196
365daily am	https://www.youtube.com/channel/UCGOYnPqyWiPwPdlvUlfuNcQ/about	150000	94466367
NEWS AM	https://www.youtube.com/c/NewsamChannel/about	284000	363781332
STP ARM NEWS	https://www.youtube.com/c/STPmusicRAP/about	140000	89445495
ArmLur official	https://www.youtube.com/channel/UChjW08B983y0T2NvktcIjfg/about	3440	4294997
1in.am	https://www.youtube.com/c/1inam/about	157000	151260986
HAYELI AM	https://www.youtube.com/c/Hayeliam_Hayeli_Akumb/about	69600	67390906
8rd. am	https://www.youtube.com/channel/UCzQMSe3jpEVDTJa9jy9eEZA/about	119000	37479631
YELAKET / Yelaket News Agency /	https://www.youtube.com/c/YelaketNewsAgency/about	108000	92445407
Armenian Public TV	https://www.youtube.com/c/ArmenianPublicTV/about	464000	339122108
5 TV Channel	https://www.youtube.com/c/AraratTv/about	104000	74769612
SHD ARM TV	https://www.youtube.com/c/SHDARMTV/about	unknown subscriber count	58845488
amenor am	https://www.youtube.com/channel/UCfqS6YahbpwtWQRCJNOyVEw/about	61500	27315716
AREG TV	https://www.youtube.com/c/aregtv/about	unknown subscriber count	20742724
8rd news	https://www.youtube.com/channel/UC0uK3jBxj6ioFn5-XsleQKA/about	132000	8142998
Asekose am	https://www.youtube.com/user/ASEKOSEful/about	197000	179693583
ArmNews	https://www.youtube.com/user/ArmnewsTV/about	121000	39795017
ARTN TV	https://www.youtube.com/channel/UCGto6lM2ggZi4Ut4GHo31XA/about	30200	17088350
ArmLur TV	https://www.youtube.com/c/ArmLurTV/about	132000	128797749
ԼՈՒՐԵՐ Նորություններ Հայաստանից	https://www.youtube.com/user/LURERcom/about	26200	14582470
ArmeniaNow	https://www.youtube.com/c/ArmeniaNow/about	80700	47879144
SecretTube	https://www.youtube.com/channel/UCTRRvh0-lR9rPaC0nzNYFMA/about	87800	24241468
Բաց TV	https://www.youtube.com/channel/UCf2o81mWr-bZsLbq2-kOYTQ/about	94600	37459422
CIVILNET	https://www.youtube.com/c/CivilNetTV/about	164000	133443002
iravabannet	https://www.youtube.com/user/iravabannet/about	25500	17889568
AD TV	https://www.youtube.com/channel/UC8k_9xHrn82EV_oSFXBE6Cw/about	31500	15650725
Live News	https://www.youtube.com/channel/UCCllZTHrcly_pkPvb_V1ovA/about	30700	19037571
Novosti-Armenia	https://www.youtube.com/c/NovostiArmenia/about	43800	19796349
Kentron Channel	https://www.youtube.com/c/KentronChannel/about	120000	91373186
Tv9 am	https://www.youtube.com/c/Tv9am/about	76200	11443809
ԱԶԳԱՅԻՆ - ԺՈՂՈՎՐԴԱՎԱՐԱԿԱՆ ԲԵՎԵՌ	https://www.youtube.com/user/preparliament/about	40500	18488992
SHANT NEWS	https://www.youtube.com/c/SHANTNEWS/about	71500	32701731
The Yerevan Times	https://www.youtube.com/c/TheGamesWorld/about	32300	9938620
Yerevanyan Blog TV	https://www.youtube.com/c/YerevanyanBlog/about	35500	6677047
Sparta 1	https://www.youtube.com/channel/UCGxciBpj8fWpZIP805J1qVA/about	27400	14831923
Kristine Halajyan Քրիստինե Հալաջյան	https://www.youtube.com/channel/UCOKWS2GcPCEQ9VPx3Nkobcw/about	50700	10753224
Tert. am	https://www.youtube.com/user/tertamarmenia/about	48700	43444370
Suren Sargsyan	https://www.youtube.com/channel/UC-IEdDubp1Io--BquY-183g/about	37500	11225575
The Great Armenia	https://www.youtube.com/c/TheGreatArmenia/about	114000	63825723
PARATV	https://www.youtube.com/c/PARADIPLOMACYTV/about	51700	28787009
POLICE RA Vostikanutyun	https://www.youtube.com/c/Vostikanutyun/about	70700	94878501
Armenian National Network	https://www.youtube.com/c/ANNmedia/about	42000	15328837
NVO1	https://www.youtube.com/channel/UCadQz-sg0lid5bxjqPc6Olg/about	80000	998655
Armenian Second TV Channel / h2	https://www.youtube.com/c/armh2/about	16000	6187655
Ամերիկայի Ձայն VOA Armenian	https://www.youtube.com/c/VOAArmenian/about	30800	22381914
PastinfoTV	https://www.youtube.com/user/PastinfoTV/about	11700	5421511
ArmeniaTV News	https://www.youtube.com/channel/UCTeGnM60U9qoLH7ZZDhAsSg/about	67700	38959276
Vardan Hakobyan	https://www.youtube.com/c/VardanHakobyan/about	10600	1833884
Խոսենք Փաստերով TV	https://www.youtube.com/channel/UCZuKdeF9yfOjZ0J7AbBUOAw/about	5960	1734156
HetqTV	https://www.youtube.com/user/HetqTV/about	28700	19499579
Artsakh Public TV	https://www.youtube.com/channel/UC0bE8sdgd54oJBscXJfupCw/about	35200	23084847
Yerevan Today Live	https://www.youtube.com/c/YerevanTodayNews/about	27400	21042250
Hraparak TV	https://www.youtube.com/c/Hraparakdaily/about	34700	30190145
Աննա Աբրահամյան Իմ Հայաստան created DON DREAM	https://www.youtube.com/channel/UCuuqSVCWfMlwlwlfXSLIfKg/about	unknown subscriber count	2460138
Yerkir Media - News	https://www.youtube.com/user/YerkirmediaTV/about	36800	32678101
Yerkir Media Հաղորդումներ	https://www.youtube.com/channel/UCLqMTOyTNRVzavjJwZlFSvQ/about	6950	1286551
MenqHayenq Production	https://www.youtube.com/channel/UCUfcIB5azeiUD2egV7p7FEQ/about	61500	15097876
ԼՐԱՏՎԱԿԱՆ ՌԱԴԻՈ FM106.5	https://www.youtube.com/channel/UCaJCNkhSa84QcuOSoM2WfcA/about	39700	22451535
Repat Riarch	https://www.youtube.com/c/RepatRiarch_official/about	39400	4919858
New Channel tv	https://www.youtube.com/channel/UCDOG_qfxSvI-Dv1tkGpo8Dw/about	64800	27272022
HorizonArmenianTV	https://www.youtube.com/user/HorizonArmenianTV/about	23700	8759208
ARM GOOD INFO	https://www.youtube.com/channel/UCenBDno0RFwOg23Kr00kJVg/about	82700	18687476
Politik. am	https://www.youtube.com/c/Politikam2021/about	19100	5557640
armtimes.com	https://www.youtube.com/c/ArmtimesNewspaper/about	33600	33828175
Styop Grigoryan	https://www.youtube.com/user/123pepush/about	17600	8657586
AsekoseTV	https://www.youtube.com/channel/UCmsV3ead5PvSJwp6M6vik-A/about	28700	20245176
Aysor TV	https://www.youtube.com/user/AysorTV/about	21900	14295765
