name	url	subscribers	views
Factor tv	http://www.youtube.com/c/Factortv/about	219000	244833914
a1Plus	https://www.youtube.com/c/a1plus/about	175000	207146284
azatutyun radio	https://www.youtube.com/c/azatutyunradio/about	679000	860749414
perfect tv	https://www.youtube.com/channel/UC8kOchMgfcXZTDtgQ67LM9Q/about	unknown subscriber count	208287826
ArmNkr News	https://www.youtube.com/channel/UCOcuOF0M-rZ5QzKTvr1J8IQ/about	121000	106839567
Vardan Ghukasyan Վարդան Ղուկասյան	https://www.youtube.com/channel/UChXhis-jyFXzMw4o9hML3vA/about	unknown subscriber count	62344186
24TV	https://www.youtube.com/c/24TVArmenia/about	158000	162142262
365daily am	https://www.youtube.com/channel/UCGOYnPqyWiPwPdlvUlfuNcQ/about	153000	100341997
NEWS AM	https://www.youtube.com/c/NewsamChannel/about	286000	371014805
STP ARM NEWS	https://www.youtube.com/c/STPmusicRAP/about	143000	92793974
ArmLur official	https://www.youtube.com/channel/UChjW08B983y0T2NvktcIjfg/about	3580	4476621
1in.am	https://www.youtube.com/c/1inam/about	157000	151525130
HAYELI AM	https://www.youtube.com/c/Hayeliam_Hayeli_Akumb/about	75000	77114985
8rd. am	https://www.youtube.com/channel/UCzQMSe3jpEVDTJa9jy9eEZA/about	122000	40375519
YELAKET / Yelaket News Agency /	https://www.youtube.com/c/YelaketNewsAgency/about	110000	95498536
Armenian Public TV	https://www.youtube.com/c/ArmenianPublicTV/about	477000	350479300
5 TV Channel	https://www.youtube.com/c/AraratTv/about	108000	79427563
SHD ARM TV	https://www.youtube.com/c/SHDARMTV/about	unknown subscriber count	59538973
amenor am	https://www.youtube.com/channel/UCfqS6YahbpwtWQRCJNOyVEw/about	68100	32903541
AREG TV	https://www.youtube.com/c/aregtv/about	unknown subscriber count	22432756
8rd news	https://www.youtube.com/channel/UC0uK3jBxj6ioFn5-XsleQKA/about	137000	14530661
Asekose am	https://www.youtube.com/user/ASEKOSEful/about	198000	182270729
ArmNews	https://www.youtube.com/user/ArmnewsTV/about	125000	43084347
ARTN TV	https://www.youtube.com/channel/UCGto6lM2ggZi4Ut4GHo31XA/about	34500	21811305
ArmLur TV	https://www.youtube.com/c/ArmLurTV/about	133000	131187570
ԼՈՒՐԵՐ Նորություններ Հայաստանից	https://www.youtube.com/user/LURERcom/about	26300	14735198
ArmeniaNow	https://www.youtube.com/c/ArmeniaNow/about	82300	49270515
SecretTube	https://www.youtube.com/channel/UCTRRvh0-lR9rPaC0nzNYFMA/about	91900	28300856
Բաց TV	https://www.youtube.com/channel/UCf2o81mWr-bZsLbq2-kOYTQ/about	95700	38306219
CIVILNET	https://www.youtube.com/c/CivilNetTV/about	168000	136624618
iravabannet	https://www.youtube.com/user/iravabannet/about	25700	18081456
AD TV	https://www.youtube.com/channel/UC8k_9xHrn82EV_oSFXBE6Cw/about	31700	16065072
Live News	https://www.youtube.com/channel/UCCllZTHrcly_pkPvb_V1ovA/about	31700	20058416
Novosti-Armenia	https://www.youtube.com/c/NovostiArmenia/about	43700	19978605
Kentron Channel	https://www.youtube.com/c/KentronChannel/about	124000	93585263
Tv9 am	https://www.youtube.com/c/Tv9am/about	77100	19187888
ԱԶԳԱՅԻՆ - ԺՈՂՈՎՐԴԱՎԱՐԱԿԱՆ ԲԵՎԵՌ	https://www.youtube.com/user/preparliament/about	42500	20597768
SHANT NEWS	https://www.youtube.com/c/SHANTNEWS/about	74400	34377733
The Yerevan Times	https://www.youtube.com/c/TheGamesWorld/about	33200	10185422
Yerevanyan Blog TV	https://www.youtube.com/c/YerevanyanBlog/about	38700	9049553
Sparta 1	https://www.youtube.com/channel/UCGxciBpj8fWpZIP805J1qVA/about	30800	17637678
Kristine Halajyan Քրիստինե Հալաջյան	https://www.youtube.com/channel/UCOKWS2GcPCEQ9VPx3Nkobcw/about	52400	11831974
Tert. am	https://www.youtube.com/user/tertamarmenia/about	49900	44187777
Suren Sargsyan	https://www.youtube.com/channel/UC-IEdDubp1Io--BquY-183g/about	39500	12261668
The Great Armenia	https://www.youtube.com/c/TheGreatArmenia/about	121000	69478895
PARATV	https://www.youtube.com/c/PARADIPLOMACYTV/about	51900	29103286
POLICE RA Vostikanutyun	https://www.youtube.com/c/Vostikanutyun/about	71400	95564318
Armenian National Network	https://www.youtube.com/c/ANNmedia/about	41800	15368701
NVO1	https://www.youtube.com/channel/UCadQz-sg0lid5bxjqPc6Olg/about	81100	1887560
Armenian Second TV Channel / h2	https://www.youtube.com/c/armh2/about	18400	7259256
Ամերիկայի Ձայն VOA Armenian	https://www.youtube.com/c/VOAArmenian/about	30900	21801579
PastinfoTV	https://www.youtube.com/user/PastinfoTV/about	12300	5825378
ArmeniaTV News	https://www.youtube.com/channel/UCTeGnM60U9qoLH7ZZDhAsSg/about	69200	39818427
Vardan Hakobyan	https://www.youtube.com/c/VardanHakobyan/about	10700	1889904
Խոսենք Փաստերով TV	https://www.youtube.com/channel/UCZuKdeF9yfOjZ0J7AbBUOAw/about	5950	1745345
HetqTV	https://www.youtube.com/user/HetqTV/about	29500	19900077
Artsakh Public TV	https://www.youtube.com/channel/UC0bE8sdgd54oJBscXJfupCw/about	35600	23215190
Yerevan Today Live	https://www.youtube.com/c/YerevanTodayNews/about	27500	21192108
Hraparak TV	https://www.youtube.com/c/Hraparakdaily/about	35400	30933938
Աննա Աբրահամյան Իմ Հայաստան created DON DREAM	https://www.youtube.com/channel/UCuuqSVCWfMlwlwlfXSLIfKg/about	unknown subscriber count	2723108
