name	url	subscribers	views
Factor tv	http://www.youtube.com/c/Factortv/about	216000	240256102
a1Plus	https://www.youtube.com/c/a1plus/about	175000	206058036
azatutyun radio	https://www.youtube.com/c/azatutyunradio/about	675000	851691476
perfect tv	https://www.youtube.com/channel/UC8kOchMgfcXZTDtgQ67LM9Q/about	unknown subscriber count	198205320
ArmNkr News	https://www.youtube.com/channel/UCOcuOF0M-rZ5QzKTvr1J8IQ/about	118000	101370549
Vardan Ghukasyan Վարդան Ղուկասյան	https://www.youtube.com/channel/UChXhis-jyFXzMw4o9hML3vA/about	unknown subscriber count	59891815
24TV	https://www.youtube.com/c/24TVArmenia/about	157000	161036194
365daily am	https://www.youtube.com/channel/UCGOYnPqyWiPwPdlvUlfuNcQ/about	152000	98692896
NEWS AM	https://www.youtube.com/c/NewsamChannel/about	285000	368189383
STP ARM NEWS	https://www.youtube.com/c/STPmusicRAP/about	141000	91028792
ArmLur official	https://www.youtube.com/channel/UChjW08B983y0T2NvktcIjfg/about	3500	4373376
1in.am	https://www.youtube.com/c/1inam/about	157000	151407691
HAYELI AM	https://www.youtube.com/c/Hayeliam_Hayeli_Akumb/about	72700	73330225
8rd. am	https://www.youtube.com/channel/UCzQMSe3jpEVDTJa9jy9eEZA/about	120000	38838637
YELAKET / Yelaket News Agency /	https://www.youtube.com/c/YelaketNewsAgency/about	109000	93966541
Armenian Public TV	https://www.youtube.com/c/ArmenianPublicTV/about	473000	346614520
5 TV Channel	https://www.youtube.com/c/AraratTv/about	105000	77207191
SHD ARM TV	https://www.youtube.com/c/SHDARMTV/about	unknown subscriber count	59367018
amenor am	https://www.youtube.com/channel/UCfqS6YahbpwtWQRCJNOyVEw/about	66600	31321219
AREG TV	https://www.youtube.com/c/aregtv/about	unknown subscriber count	21633486
8rd news	https://www.youtube.com/channel/UC0uK3jBxj6ioFn5-XsleQKA/about	134000	11096115
Asekose am	https://www.youtube.com/user/ASEKOSEful/about	197000	181431845
ArmNews	https://www.youtube.com/user/ArmnewsTV/about	124000	42476638
ARTN TV	https://www.youtube.com/channel/UCGto6lM2ggZi4Ut4GHo31XA/about	32500	19608388
ArmLur TV	https://www.youtube.com/c/ArmLurTV/about	133000	130386542
ԼՈՒՐԵՐ Նորություններ Հայաստանից	https://www.youtube.com/user/LURERcom/about	26200	14651534
ArmeniaNow	https://www.youtube.com/c/ArmeniaNow/about	81300	48641060
SecretTube	https://www.youtube.com/channel/UCTRRvh0-lR9rPaC0nzNYFMA/about	90900	27158677
Բաց TV	https://www.youtube.com/channel/UCf2o81mWr-bZsLbq2-kOYTQ/about	95300	37936300
CIVILNET	https://www.youtube.com/c/CivilNetTV/about	167000	135562186
iravabannet	https://www.youtube.com/user/iravabannet/about	25600	18037037
AD TV	https://www.youtube.com/channel/UC8k_9xHrn82EV_oSFXBE6Cw/about	31700	15953252
Live News	https://www.youtube.com/channel/UCCllZTHrcly_pkPvb_V1ovA/about	31200	19640866
Novosti-Armenia	https://www.youtube.com/c/NovostiArmenia/about	43700	19899461
Kentron Channel	https://www.youtube.com/c/KentronChannel/about	122000	92264950
Tv9 am	https://www.youtube.com/c/Tv9am/about	76600	11694147
ԱԶԳԱՅԻՆ - ԺՈՂՈՎՐԴԱՎԱՐԱԿԱՆ ԲԵՎԵՌ	https://www.youtube.com/user/preparliament/about	41300	19621154
SHANT NEWS	https://www.youtube.com/c/SHANTNEWS/about	72800	33506177
The Yerevan Times	https://www.youtube.com/c/TheGamesWorld/about	32900	9962321
Yerevanyan Blog TV	https://www.youtube.com/c/YerevanyanBlog/about	36700	7600240
Sparta 1	https://www.youtube.com/channel/UCGxciBpj8fWpZIP805J1qVA/about	28600	15996669
Kristine Halajyan Քրիստինե Հալաջյան	https://www.youtube.com/channel/UCOKWS2GcPCEQ9VPx3Nkobcw/about	51800	11401573
Tert. am	https://www.youtube.com/user/tertamarmenia/about	49500	43996770
Suren Sargsyan	https://www.youtube.com/channel/UC-IEdDubp1Io--BquY-183g/about	38700	11870087
The Great Armenia	https://www.youtube.com/c/TheGreatArmenia/about	116000	65976704
PARATV	https://www.youtube.com/c/PARADIPLOMACYTV/about	51800	29019883
POLICE RA Vostikanutyun	https://www.youtube.com/c/Vostikanutyun/about	71100	95247026
Armenian National Network	https://www.youtube.com/c/ANNmedia/about	41900	15355120
NVO1	https://www.youtube.com/channel/UCadQz-sg0lid5bxjqPc6Olg/about	80200	1219588
Armenian Second TV Channel / h2	https://www.youtube.com/c/armh2/about	17800	6965189
Ամերիկայի Ձայն VOA Armenian	https://www.youtube.com/c/VOAArmenian/about	30900	21720277
PastinfoTV	https://www.youtube.com/user/PastinfoTV/about	12200	5699559
ArmeniaTV News	https://www.youtube.com/channel/UCTeGnM60U9qoLH7ZZDhAsSg/about	68000	39244576
Vardan Hakobyan	https://www.youtube.com/c/VardanHakobyan/about	10700	1858248
Խոսենք Փաստերով TV	https://www.youtube.com/channel/UCZuKdeF9yfOjZ0J7AbBUOAw/about	5970	1742220
HetqTV	https://www.youtube.com/user/HetqTV/about	29200	19732569
Artsakh Public TV	https://www.youtube.com/channel/UC0bE8sdgd54oJBscXJfupCw/about	35400	23162431
Yerevan Today Live	https://www.youtube.com/c/YerevanTodayNews/about	27500	21141041
Hraparak TV	https://www.youtube.com/c/Hraparakdaily/about	35400	30766460
Աննա Աբրահամյան Իմ Հայաստան created DON DREAM	https://www.youtube.com/channel/UCuuqSVCWfMlwlwlfXSLIfKg/about	unknown subscriber count	2599475
Yerkir Media - News	https://www.youtube.com/user/YerkirmediaTV/about	37000	32787794
Yerkir Media Հաղորդումներ	https://www.youtube.com/channel/UCLqMTOyTNRVzavjJwZlFSvQ/about	7230	1412758
MenqHayenq Production	https://www.youtube.com/channel/UCUfcIB5azeiUD2egV7p7FEQ/about	64500	14138302
ԼՐԱՏՎԱԿԱՆ ՌԱԴԻՈ FM106.5	https://www.youtube.com/channel/UCaJCNkhSa84QcuOSoM2WfcA/about	40200	22662473
Repat Riarch	https://www.youtube.com/c/RepatRiarch_official/about	39500	4793451
New Channel tv	https://www.youtube.com/channel/UCDOG_qfxSvI-Dv1tkGpo8Dw/about	69800	32381202
HorizonArmenianTV	https://www.youtube.com/user/HorizonArmenianTV/about	24300	8905051
ARM GOOD INFO	https://www.youtube.com/channel/UCenBDno0RFwOg23Kr00kJVg/about	83200	18936962
Politik. am	https://www.youtube.com/c/Politikam2021/about	20700	6634574
armtimes.com	https://www.youtube.com/c/ArmtimesNewspaper/about	33800	33991271
Styop Grigoryan	https://www.youtube.com/user/123pepush/about	18000	9019019
AsekoseTV	https://www.youtube.com/channel/UCmsV3ead5PvSJwp6M6vik-A/about	28900	20321334
Aysor TV	https://www.youtube.com/user/AysorTV/about	21900	14328736
