name	url	subscribers	views
Factor tv	http://www.youtube.com/c/Factortv/about	215000	238231696
a1Plus	https://www.youtube.com/c/a1plus/about	175000	205571546
azatutyun radio	https://www.youtube.com/c/azatutyunradio/about	674000	848780530
perfect tv	https://www.youtube.com/channel/UC8kOchMgfcXZTDtgQ67LM9Q/about	unknown subscriber count	195000933
ArmNkr News	https://www.youtube.com/channel/UCOcuOF0M-rZ5QzKTvr1J8IQ/about	117000	99931396
Vardan Ghukasyan Վարդան Ղուկասյան	https://www.youtube.com/channel/UChXhis-jyFXzMw4o9hML3vA/about	unknown subscriber count	58065528
24TV	https://www.youtube.com/c/24TVArmenia/about	157000	160118090
365daily am	https://www.youtube.com/channel/UCGOYnPqyWiPwPdlvUlfuNcQ/about	152000	97856701
NEWS AM	https://www.youtube.com/c/NewsamChannel/about	285000	367138547
STP ARM NEWS	https://www.youtube.com/c/STPmusicRAP/about	141000	90489766
ArmLur official	https://www.youtube.com/channel/UChjW08B983y0T2NvktcIjfg/about	3490	4354807
1in.am	https://www.youtube.com/c/1inam/about	157000	151365419
HAYELI AM	https://www.youtube.com/c/Hayeliam_Hayeli_Akumb/about	72100	72133951
8rd. am	https://www.youtube.com/channel/UCzQMSe3jpEVDTJa9jy9eEZA/about	120000	38277439
YELAKET / Yelaket News Agency /	https://www.youtube.com/c/YelaketNewsAgency/about	109000	93529077
Armenian Public TV	https://www.youtube.com/c/ArmenianPublicTV/about	471000	344709572
5 TV Channel	https://www.youtube.com/c/AraratTv/about	105000	76667249
SHD ARM TV	https://www.youtube.com/c/SHDARMTV/about	unknown subscriber count	59240769
amenor am	https://www.youtube.com/channel/UCfqS6YahbpwtWQRCJNOyVEw/about	66100	30734873
AREG TV	https://www.youtube.com/c/aregtv/about	unknown subscriber count	21367891
8rd news	https://www.youtube.com/channel/UC0uK3jBxj6ioFn5-XsleQKA/about	133000	9982792
Asekose am	https://www.youtube.com/user/ASEKOSEful/about	197000	180970697
ArmNews	https://www.youtube.com/user/ArmnewsTV/about	124000	41886534
ARTN TV	https://www.youtube.com/channel/UCGto6lM2ggZi4Ut4GHo31XA/about	31800	18717384
ArmLur TV	https://www.youtube.com/c/ArmLurTV/about	133000	129981191
ԼՈՒՐԵՐ Նորություններ Հայաստանից	https://www.youtube.com/user/LURERcom/about	26200	14633304
ArmeniaNow	https://www.youtube.com/c/ArmeniaNow/about	81100	48424877
SecretTube	https://www.youtube.com/channel/UCTRRvh0-lR9rPaC0nzNYFMA/about	90300	26349535
Բաց TV	https://www.youtube.com/channel/UCf2o81mWr-bZsLbq2-kOYTQ/about	95100	37769522
CIVILNET	https://www.youtube.com/c/CivilNetTV/about	167000	135178289
iravabannet	https://www.youtube.com/user/iravabannet/about	25600	17990773
AD TV	https://www.youtube.com/channel/UC8k_9xHrn82EV_oSFXBE6Cw/about	31600	15885326
Live News	https://www.youtube.com/channel/UCCllZTHrcly_pkPvb_V1ovA/about	31100	19500445
Novosti-Armenia	https://www.youtube.com/c/NovostiArmenia/about	43800	19872381
Kentron Channel	https://www.youtube.com/c/KentronChannel/about	121000	91961462
Tv9 am	https://www.youtube.com/c/Tv9am/about	76500	11608087
ԱԶԳԱՅԻՆ - ԺՈՂՈՎՐԴԱՎԱՐԱԿԱՆ ԲԵՎԵՌ	https://www.youtube.com/user/preparliament/about	41000	19320645
SHANT NEWS	https://www.youtube.com/c/SHANTNEWS/about	72400	33216473
The Yerevan Times	https://www.youtube.com/c/TheGamesWorld/about	32800	9855597
Yerevanyan Blog TV	https://www.youtube.com/c/YerevanyanBlog/about	36300	7173033
Sparta 1	https://www.youtube.com/channel/UCGxciBpj8fWpZIP805J1qVA/about	28100	15560398
Kristine Halajyan Քրիստինե Հալաջյան	https://www.youtube.com/channel/UCOKWS2GcPCEQ9VPx3Nkobcw/about	51600	11219792
Tert. am	https://www.youtube.com/user/tertamarmenia/about	49300	43920521
Suren Sargsyan	https://www.youtube.com/channel/UC-IEdDubp1Io--BquY-183g/about	38300	11709960
The Great Armenia	https://www.youtube.com/c/TheGreatArmenia/about	116000	65500020
PARATV	https://www.youtube.com/c/PARADIPLOMACYTV/about	51800	28953190
POLICE RA Vostikanutyun	https://www.youtube.com/c/Vostikanutyun/about	71000	95117976
Armenian National Network	https://www.youtube.com/c/ANNmedia/about	41900	15349061
NVO1	https://www.youtube.com/channel/UCadQz-sg0lid5bxjqPc6Olg/about	80100	1094071
Armenian Second TV Channel / h2	https://www.youtube.com/c/armh2/about	17400	6779861
Ամերիկայի Ձայն VOA Armenian	https://www.youtube.com/c/VOAArmenian/about	30900	22397957
PastinfoTV	https://www.youtube.com/user/PastinfoTV/about	12100	5637727
ArmeniaTV News	https://www.youtube.com/channel/UCTeGnM60U9qoLH7ZZDhAsSg/about	67900	39158010
Vardan Hakobyan	https://www.youtube.com/c/VardanHakobyan/about	10600	1854576
Խոսենք Փաստերով TV	https://www.youtube.com/channel/UCZuKdeF9yfOjZ0J7AbBUOAw/about	5970	1740663
HetqTV	https://www.youtube.com/user/HetqTV/about	29000	19668762
Artsakh Public TV	https://www.youtube.com/channel/UC0bE8sdgd54oJBscXJfupCw/about	35300	23140528
Yerevan Today Live	https://www.youtube.com/c/YerevanTodayNews/about	27500	21119965
Hraparak TV	https://www.youtube.com/c/Hraparakdaily/about	35300	30678902
Աննա Աբրահամյան Իմ Հայաստան created DON DREAM	https://www.youtube.com/channel/UCuuqSVCWfMlwlwlfXSLIfKg/about	unknown subscriber count	2574818
Yerkir Media - News	https://www.youtube.com/user/YerkirmediaTV/about	37000	32760534
Yerkir Media Հաղորդումներ	https://www.youtube.com/channel/UCLqMTOyTNRVzavjJwZlFSvQ/about	7140	1374456
