name	url	subscribers	views
Factor tv	http://www.youtube.com/c/Factortv/about	215000	237588050
a1Plus	https://www.youtube.com/c/a1plus/about	174000	205281485
azatutyun radio	https://www.youtube.com/c/azatutyunradio/about	674000	847496128
perfect tv	https://www.youtube.com/channel/UC8kOchMgfcXZTDtgQ67LM9Q/about	unknown subscriber count	193492873
ArmNkr News	https://www.youtube.com/channel/UCOcuOF0M-rZ5QzKTvr1J8IQ/about	117000	99426235
Vardan Ghukasyan Վարդան Ղուկասյան	https://www.youtube.com/channel/UChXhis-jyFXzMw4o9hML3vA/about	unknown subscriber count	57385696
24TV	https://www.youtube.com/c/24TVArmenia/about	157000	159717826
365daily am	https://www.youtube.com/channel/UCGOYnPqyWiPwPdlvUlfuNcQ/about	152000	97401635
NEWS AM	https://www.youtube.com/c/NewsamChannel/about	285000	366691575
STP ARM NEWS	https://www.youtube.com/c/STPmusicRAP/about	140000	90306215
ArmLur official	https://www.youtube.com/channel/UChjW08B983y0T2NvktcIjfg/about	3480	4348044
1in.am	https://www.youtube.com/c/1inam/about	157000	151341950
HAYELI AM	https://www.youtube.com/c/Hayeliam_Hayeli_Akumb/about	72000	71683415
8rd. am	https://www.youtube.com/channel/UCzQMSe3jpEVDTJa9jy9eEZA/about	120000	38148186
YELAKET / Yelaket News Agency /	https://www.youtube.com/c/YelaketNewsAgency/about	109000	93310463
Armenian Public TV	https://www.youtube.com/c/ArmenianPublicTV/about	470000	343927777
5 TV Channel	https://www.youtube.com/c/AraratTv/about	105000	76452746
SHD ARM TV	https://www.youtube.com/c/SHDARMTV/about	unknown subscriber count	59174006
amenor am	https://www.youtube.com/channel/UCfqS6YahbpwtWQRCJNOyVEw/about	65800	30461897
AREG TV	https://www.youtube.com/c/aregtv/about	unknown subscriber count	21289817
8rd news	https://www.youtube.com/channel/UC0uK3jBxj6ioFn5-XsleQKA/about	133000	9614089
Asekose am	https://www.youtube.com/user/ASEKOSEful/about	197000	180849627
ArmNews	https://www.youtube.com/user/ArmnewsTV/about	123000	41562669
ARTN TV	https://www.youtube.com/channel/UCGto6lM2ggZi4Ut4GHo31XA/about	31500	18433174
ArmLur TV	https://www.youtube.com/c/ArmLurTV/about	133000	129788932
ԼՈՒՐԵՐ Նորություններ Հայաստանից	https://www.youtube.com/user/LURERcom/about	26200	14625742
ArmeniaNow	https://www.youtube.com/c/ArmeniaNow/about	80900	48190682
SecretTube	https://www.youtube.com/channel/UCTRRvh0-lR9rPaC0nzNYFMA/about	89600	25732269
Բաց TV	https://www.youtube.com/channel/UCf2o81mWr-bZsLbq2-kOYTQ/about	95000	37727561
CIVILNET	https://www.youtube.com/c/CivilNetTV/about	166000	134901125
iravabannet	https://www.youtube.com/user/iravabannet/about	25600	17967591
AD TV	https://www.youtube.com/channel/UC8k_9xHrn82EV_oSFXBE6Cw/about	31600	15844138
Live News	https://www.youtube.com/channel/UCCllZTHrcly_pkPvb_V1ovA/about	31100	19437615
Novosti-Armenia	https://www.youtube.com/c/NovostiArmenia/about	43800	19861727
Kentron Channel	https://www.youtube.com/c/KentronChannel/about	121000	91858605
Tv9 am	https://www.youtube.com/c/Tv9am/about	76400	11553608
ԱԶԳԱՅԻՆ - ԺՈՂՈՎՐԴԱՎԱՐԱԿԱՆ ԲԵՎԵՌ	https://www.youtube.com/user/preparliament/about	40900	19166177
SHANT NEWS	https://www.youtube.com/c/SHANTNEWS/about	72200	33112794
The Yerevan Times	https://www.youtube.com/c/TheGamesWorld/about	32700	9812057
Yerevanyan Blog TV	https://www.youtube.com/c/YerevanyanBlog/about	35900	7005486
Sparta 1	https://www.youtube.com/channel/UCGxciBpj8fWpZIP805J1qVA/about	27900	15429546
Kristine Halajyan Քրիստինե Հալաջյան	https://www.youtube.com/channel/UCOKWS2GcPCEQ9VPx3Nkobcw/about	51600	11124277
Tert. am	https://www.youtube.com/user/tertamarmenia/about	49200	43888394
Suren Sargsyan	https://www.youtube.com/channel/UC-IEdDubp1Io--BquY-183g/about	38300	11625745
The Great Armenia	https://www.youtube.com/c/TheGreatArmenia/about	115000	64975003
PARATV	https://www.youtube.com/c/PARADIPLOMACYTV/about	51800	28938209
POLICE RA Vostikanutyun	https://www.youtube.com/c/Vostikanutyun/about	70900	95091757
Armenian National Network	https://www.youtube.com/c/ANNmedia/about	41900	15339088
NVO1	https://www.youtube.com/channel/UCadQz-sg0lid5bxjqPc6Olg/about	80100	1065250
Armenian Second TV Channel / h2	https://www.youtube.com/c/armh2/about	17300	6720949
Ամերիկայի Ձայն VOA Armenian	https://www.youtube.com/c/VOAArmenian/about	30900	22435692
PastinfoTV	https://www.youtube.com/user/PastinfoTV/about	11900	5557720
ArmeniaTV News	https://www.youtube.com/channel/UCTeGnM60U9qoLH7ZZDhAsSg/about	67900	39120658
Vardan Hakobyan	https://www.youtube.com/c/VardanHakobyan/about	10600	1853341
Խոսենք Փաստերով TV	https://www.youtube.com/channel/UCZuKdeF9yfOjZ0J7AbBUOAw/about	5970	1739881
HetqTV	https://www.youtube.com/user/HetqTV/about	29000	19641040
Artsakh Public TV	https://www.youtube.com/channel/UC0bE8sdgd54oJBscXJfupCw/about	35300	23130385
Yerevan Today Live	https://www.youtube.com/c/YerevanTodayNews/about	27500	21114884
Hraparak TV	https://www.youtube.com/c/Hraparakdaily/about	34800	30431232
Աննա Աբրահամյան Իմ Հայաստան created DON DREAM	https://www.youtube.com/channel/UCuuqSVCWfMlwlwlfXSLIfKg/about	unknown subscriber count	2559398
Yerkir Media - News	https://www.youtube.com/user/YerkirmediaTV/about	37000	32740730
Yerkir Media Հաղորդումներ	https://www.youtube.com/channel/UCLqMTOyTNRVzavjJwZlFSvQ/about	7110	1357339
MenqHayenq Production	https://www.youtube.com/channel/UCUfcIB5azeiUD2egV7p7FEQ/about	63900	13911094
ԼՐԱՏՎԱԿԱՆ ՌԱԴԻՈ FM106.5	https://www.youtube.com/channel/UCaJCNkhSa84QcuOSoM2WfcA/about	40000	22565636
Repat Riarch	https://www.youtube.com/c/RepatRiarch_official/about	39600	4855270
New Channel tv	https://www.youtube.com/channel/UCDOG_qfxSvI-Dv1tkGpo8Dw/about	67600	29954029
HorizonArmenianTV	https://www.youtube.com/user/HorizonArmenianTV/about	23900	8814520
ARM GOOD INFO	https://www.youtube.com/channel/UCenBDno0RFwOg23Kr00kJVg/about	83200	18869521
Politik. am	https://www.youtube.com/c/Politikam2021/about	20200	6257223
armtimes.com	https://www.youtube.com/c/ArmtimesNewspaper/about	33700	33948325
Styop Grigoryan	https://www.youtube.com/user/123pepush/about	17800	8901129
AsekoseTV	https://www.youtube.com/channel/UCmsV3ead5PvSJwp6M6vik-A/about	28800	20297961
Aysor TV	https://www.youtube.com/user/AysorTV/about	21900	14316333
