name	url	subscribers	views
Factor tv	http://www.youtube.com/c/Factortv/about	215000	237133260
a1Plus	https://www.youtube.com/c/a1plus/about	174000	205111277
azatutyun radio	https://www.youtube.com/c/azatutyunradio/about	674000	846746419
perfect tv	https://www.youtube.com/channel/UC8kOchMgfcXZTDtgQ67LM9Q/about	unknown subscriber count	192599774
ArmNkr News	https://www.youtube.com/channel/UCOcuOF0M-rZ5QzKTvr1J8IQ/about	117000	98984375
Vardan Ghukasyan Վարդան Ղուկասյան	https://www.youtube.com/channel/UChXhis-jyFXzMw4o9hML3vA/about	unknown subscriber count	56924070
24TV	https://www.youtube.com/c/24TVArmenia/about	157000	159450726
365daily am	https://www.youtube.com/channel/UCGOYnPqyWiPwPdlvUlfuNcQ/about	152000	97106336
NEWS AM	https://www.youtube.com/c/NewsamChannel/about	285000	366343010
STP ARM NEWS	https://www.youtube.com/c/STPmusicRAP/about	140000	90132810
ArmLur official	https://www.youtube.com/channel/UChjW08B983y0T2NvktcIjfg/about	3480	4340105
1in.am	https://www.youtube.com/c/1inam/about	157000	151329320
HAYELI AM	https://www.youtube.com/c/Hayeliam_Hayeli_Akumb/about	71800	71236650
8rd. am	https://www.youtube.com/channel/UCzQMSe3jpEVDTJa9jy9eEZA/about	120000	38075280
YELAKET / Yelaket News Agency /	https://www.youtube.com/c/YelaketNewsAgency/about	108000	93133755
Armenian Public TV	https://www.youtube.com/c/ArmenianPublicTV/about	470000	343482543
5 TV Channel	https://www.youtube.com/c/AraratTv/about	105000	76298678
SHD ARM TV	https://www.youtube.com/c/SHDARMTV/about	unknown subscriber count	59158771
amenor am	https://www.youtube.com/channel/UCfqS6YahbpwtWQRCJNOyVEw/about	65600	30232621
AREG TV	https://www.youtube.com/c/aregtv/about	unknown subscriber count	21239564
8rd news	https://www.youtube.com/channel/UC0uK3jBxj6ioFn5-XsleQKA/about	132000	9324680
Asekose am	https://www.youtube.com/user/ASEKOSEful/about	197000	180767136
ArmNews	https://www.youtube.com/user/ArmnewsTV/about	123000	41326092
ARTN TV	https://www.youtube.com/channel/UCGto6lM2ggZi4Ut4GHo31XA/about	31300	18158800
ArmLur TV	https://www.youtube.com/c/ArmLurTV/about	133000	129631598
ԼՈՒՐԵՐ Նորություններ Հայաստանից	https://www.youtube.com/user/LURERcom/about	26200	14623638
ArmeniaNow	https://www.youtube.com/c/ArmeniaNow/about	80900	48135330
SecretTube	https://www.youtube.com/channel/UCTRRvh0-lR9rPaC0nzNYFMA/about	89300	25495367
Բաց TV	https://www.youtube.com/channel/UCf2o81mWr-bZsLbq2-kOYTQ/about	95000	37657232
CIVILNET	https://www.youtube.com/c/CivilNetTV/about	166000	134703000
iravabannet	https://www.youtube.com/user/iravabannet/about	25500	17955563
AD TV	https://www.youtube.com/channel/UC8k_9xHrn82EV_oSFXBE6Cw/about	31600	15824347
Live News	https://www.youtube.com/channel/UCCllZTHrcly_pkPvb_V1ovA/about	31000	19384406
Novosti-Armenia	https://www.youtube.com/c/NovostiArmenia/about	43800	19853289
Kentron Channel	https://www.youtube.com/c/KentronChannel/about	121000	91781125
Tv9 am	https://www.youtube.com/c/Tv9am/about	76400	11530060
ԱԶԳԱՅԻՆ - ԺՈՂՈՎՐԴԱՎԱՐԱԿԱՆ ԲԵՎԵՌ	https://www.youtube.com/user/preparliament/about	40800	19081378
SHANT NEWS	https://www.youtube.com/c/SHANTNEWS/about	72100	33051007
The Yerevan Times	https://www.youtube.com/c/TheGamesWorld/about	32700	9792228
Yerevanyan Blog TV	https://www.youtube.com/c/YerevanyanBlog/about	35800	6922844
Sparta 1	https://www.youtube.com/channel/UCGxciBpj8fWpZIP805J1qVA/about	27900	15343143
Kristine Halajyan Քրիստինե Հալաջյան	https://www.youtube.com/channel/UCOKWS2GcPCEQ9VPx3Nkobcw/about	51500	11066389
Tert. am	https://www.youtube.com/user/tertamarmenia/about	49200	43859945
Suren Sargsyan	https://www.youtube.com/channel/UC-IEdDubp1Io--BquY-183g/about	38200	11544640
The Great Armenia	https://www.youtube.com/c/TheGreatArmenia/about	115000	64894776
PARATV	https://www.youtube.com/c/PARADIPLOMACYTV/about	51800	28928659
POLICE RA Vostikanutyun	https://www.youtube.com/c/Vostikanutyun/about	70900	95017971
Armenian National Network	https://www.youtube.com/c/ANNmedia/about	41900	15338541
NVO1	https://www.youtube.com/channel/UCadQz-sg0lid5bxjqPc6Olg/about	80000	1042322
Armenian Second TV Channel / h2	https://www.youtube.com/c/armh2/about	17200	6661598
Ամերիկայի Ձայն VOA Armenian	https://www.youtube.com/c/VOAArmenian/about	30900	22429025
PastinfoTV	https://www.youtube.com/user/PastinfoTV/about	11800	5524393
ArmeniaTV News	https://www.youtube.com/channel/UCTeGnM60U9qoLH7ZZDhAsSg/about	67900	39092186
Vardan Hakobyan	https://www.youtube.com/c/VardanHakobyan/about	10600	1852375
Խոսենք Փաստերով TV	https://www.youtube.com/channel/UCZuKdeF9yfOjZ0J7AbBUOAw/about	5970	1739335
HetqTV	https://www.youtube.com/user/HetqTV/about	28900	19625177
Artsakh Public TV	https://www.youtube.com/channel/UC0bE8sdgd54oJBscXJfupCw/about	35300	23122918
Yerevan Today Live	https://www.youtube.com/c/YerevanTodayNews/about	27500	21109444
Hraparak TV	https://www.youtube.com/c/Hraparakdaily/about	34800	30417983
